chart_version,output
9.4.1,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.13
- docker.io/camunda/identity:8.4.12
- docker.io/camunda/operate:8.4.13
- docker.io/camunda/optimize:8.4.9
- docker.io/camunda/tasklist:8.4.13
- docker.io/camunda/zeebe:8.4.12
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.10
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.10
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.10"
9.4.0,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.11
- docker.io/camunda/identity:8.4.11
- docker.io/camunda/operate:8.4.12
- docker.io/camunda/optimize:8.4.8
- docker.io/camunda/tasklist:8.4.12
- docker.io/camunda/zeebe:8.4.11
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.9
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.9
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.9"
9.3.9,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.10
- docker.io/camunda/identity:8.4.10
- docker.io/camunda/operate:8.4.11
- docker.io/camunda/optimize:8.4.7
- docker.io/camunda/tasklist:8.4.11
- docker.io/camunda/zeebe:8.4.10
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.8
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.8
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.8"
9.3.8,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.9
- docker.io/camunda/identity:8.4.10
- docker.io/camunda/operate:8.4.10
- docker.io/camunda/optimize:8.4.6
- docker.io/camunda/tasklist:8.4.10
- docker.io/camunda/zeebe:8.4.9
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.7"
9.3.7,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.9
- docker.io/camunda/identity:8.4.9
- docker.io/camunda/operate:8.4.10
- docker.io/camunda/optimize:8.4.6
- docker.io/camunda/tasklist:8.4.10
- docker.io/camunda/zeebe:8.4.9
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.7"
9.3.6,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.8
- docker.io/camunda/identity:8.4.8
- docker.io/camunda/operate:8.4.9
- docker.io/camunda/optimize:8.4.5
- docker.io/camunda/tasklist:8.4.8
- docker.io/camunda/zeebe:8.4.8
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.6"
9.3.5,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.7
- docker.io/camunda/identity:8.4.7
- docker.io/camunda/operate:8.4.8
- docker.io/camunda/optimize:8.4.4
- docker.io/camunda/tasklist:8.4.7
- docker.io/camunda/zeebe:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.5"
9.3.4,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.7.0
- docker.io/camunda/connectors-bundle:8.4.7
- docker.io/camunda/identity:8.4.7
- docker.io/camunda/operate:8.4.7
- docker.io/camunda/optimize:8.4.4
- docker.io/camunda/tasklist:8.4.7
- docker.io/camunda/zeebe:8.4.7
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.5"
9.3.3,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.6
- docker.io/camunda/identity:8.4.6
- docker.io/camunda/operate:8.4.6
- docker.io/camunda/optimize:8.4.3
- docker.io/camunda/tasklist:8.4.6
- docker.io/camunda/zeebe:8.4.6
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.4"
9.3.2,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.5
- docker.io/camunda/identity:8.4.5
- docker.io/camunda/operate:8.4.5
- docker.io/camunda/optimize:8.4.2
- docker.io/camunda/tasklist:8.4.5
- docker.io/camunda/zeebe:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.3"
9.3.1,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.5
- docker.io/camunda/identity:8.4.5
- docker.io/camunda/operate:8.4.5
- docker.io/camunda/optimize:8.4.2
- docker.io/camunda/tasklist:8.4.5
- docker.io/camunda/zeebe:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.3"
9.3.0,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.5
- docker.io/camunda/identity:8.4.5
- docker.io/camunda/operate:8.4.5
- docker.io/camunda/optimize:8.4.2
- docker.io/camunda/tasklist:8.4.5
- docker.io/camunda/zeebe:8.4.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.3"
9.2.0,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:12-debian-12-r16
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.4
- docker.io/camunda/identity:8.4.4
- docker.io/camunda/operate:8.4.4
- docker.io/camunda/optimize:8.4.1
- docker.io/camunda/tasklist:8.4.4
- docker.io/camunda/zeebe:8.4.4
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.2"
9.1.2,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r96
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.4
- docker.io/camunda/identity:8.4.3
- docker.io/camunda/operate:8.4.3
- docker.io/camunda/optimize:8.4.1
- docker.io/camunda/tasklist:8.4.3
- docker.io/camunda/zeebe:8.4.3
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.2"
9.1.1,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r96
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.6.0
- docker.io/camunda/connectors-bundle:8.4.4
- docker.io/camunda/identity:8.4.2
- docker.io/camunda/operate:8.4.2
- docker.io/camunda/optimize:8.4.1
- docker.io/camunda/tasklist:8.4.2
- docker.io/camunda/zeebe:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.2
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.2"
9.1.0,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.4.3
- docker.io/camunda/identity:8.4.1
- docker.io/camunda/operate:8.4.1
- docker.io/camunda/optimize:8.4.0
- docker.io/camunda/tasklist:8.4.1
- docker.io/camunda/zeebe:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.1"
9.0.2,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.4.3
- docker.io/camunda/identity:8.4.0
- docker.io/camunda/operate:8.4.0
- docker.io/camunda/optimize:8.4.0
- docker.io/camunda/tasklist:8.4.0
- docker.io/camunda/zeebe:8.4.0
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.1"
9.0.1,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.4.2
- docker.io/camunda/identity:8.4.0
- docker.io/camunda/operate:8.4.0
- docker.io/camunda/optimize:8.4.0
- docker.io/camunda/tasklist:8.4.0
- docker.io/camunda/zeebe:8.4.0
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.1"
9.0.0,"- docker.io/bitnami/elasticsearch:8.9.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.4.1
- docker.io/camunda/identity:8.4.0
- docker.io/camunda/operate:8.4.0
- docker.io/camunda/optimize:8.4.0
- docker.io/camunda/tasklist:8.4.0
- docker.io/camunda/zeebe:8.4.0
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.4.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.4.1"
8.3.23,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.10.0-debian-12-r2
- docker.io/camunda/connectors-bundle:8.3.21
- docker.io/camunda/identity:8.3.18
- docker.io/camunda/operate:8.3.19
- docker.io/camunda/optimize:8.3.18
- docker.io/camunda/tasklist:8.3.21
- docker.io/camunda/zeebe:8.3.19
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.15
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.15
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.15"
8.3.22,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.10.0-debian-12-r2
- docker.io/camunda/connectors-bundle:8.3.20
- docker.io/camunda/identity:8.3.17
- docker.io/camunda/operate:8.3.18
- docker.io/camunda/optimize:8.3.17
- docker.io/camunda/tasklist:8.3.19
- docker.io/camunda/zeebe:8.3.18
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.14
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.14
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.14"
8.3.21,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0-debian-11-r25
- docker.io/camunda/connectors-bundle:8.3.19
- docker.io/camunda/identity:8.3.16
- docker.io/camunda/operate:8.3.17
- docker.io/camunda/optimize:8.3.15
- docker.io/camunda/tasklist:8.3.18
- docker.io/camunda/zeebe:8.3.17
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.13"
8.3.20,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.19
- docker.io/camunda/identity:8.3.16
- docker.io/camunda/operate:8.3.17
- docker.io/camunda/optimize:8.3.15
- docker.io/camunda/tasklist:8.3.18
- docker.io/camunda/zeebe:8.3.17
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.13"
8.3.19,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.19
- docker.io/camunda/identity:8.3.15
- docker.io/camunda/operate:8.3.16
- docker.io/camunda/optimize:8.3.14
- docker.io/camunda/tasklist:8.3.17
- docker.io/camunda/zeebe:8.3.16
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.12
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.12
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.12"
8.3.18,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r93
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.18
- docker.io/camunda/identity:8.3.15
- docker.io/camunda/operate:8.3.16
- docker.io/camunda/optimize:8.3.14
- docker.io/camunda/tasklist:8.3.17
- docker.io/camunda/zeebe:8.3.16
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.12
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.12
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.12"
8.3.17,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.16
- docker.io/camunda/identity:8.3.15
- docker.io/camunda/operate:8.3.15
- docker.io/camunda/optimize:8.3.13
- docker.io/camunda/tasklist:8.3.16
- docker.io/camunda/zeebe:8.3.15
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.11
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.11
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.11"
8.3.16,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.15
- docker.io/camunda/identity:8.3.15
- docker.io/camunda/operate:8.3.14
- docker.io/camunda/optimize:8.3.12
- docker.io/camunda/tasklist:8.3.15
- docker.io/camunda/zeebe:8.3.14
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.10
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.10
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.10"
8.3.15,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.13
- docker.io/camunda/identity:8.3.14
- docker.io/camunda/operate:8.3.13
- docker.io/camunda/optimize:8.3.11
- docker.io/camunda/tasklist:8.3.14
- docker.io/camunda/zeebe:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.9"
8.3.14,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.13
- docker.io/camunda/identity:8.3.13
- docker.io/camunda/operate:8.3.13
- docker.io/camunda/optimize:8.3.11
- docker.io/camunda/tasklist:8.3.14
- docker.io/camunda/zeebe:8.3.13
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.9"
8.3.13,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.12
- docker.io/camunda/identity:8.3.12
- docker.io/camunda/operate:8.3.12
- docker.io/camunda/optimize:8.3.10
- docker.io/camunda/tasklist:8.3.12
- docker.io/camunda/zeebe:8.3.12
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.8
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.8
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.8"
8.3.12,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.11
- docker.io/camunda/identity:8.3.11
- docker.io/camunda/operate:8.3.11
- docker.io/camunda/optimize:8.3.9
- docker.io/camunda/tasklist:8.3.11
- docker.io/camunda/zeebe:8.3.11
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.7
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.7
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.7"
8.3.11,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.10
- docker.io/camunda/identity:8.3.10
- docker.io/camunda/operate:8.3.10
- docker.io/camunda/optimize:8.3.8
- docker.io/camunda/tasklist:8.3.10
- docker.io/camunda/zeebe:8.3.10
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.6"
8.3.10,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.8
- docker.io/camunda/identity:8.3.9
- docker.io/camunda/operate:8.3.9
- docker.io/camunda/optimize:8.3.6
- docker.io/camunda/tasklist:8.3.9
- docker.io/camunda/zeebe:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.5"
8.3.9,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.8
- docker.io/camunda/identity:8.3.9
- docker.io/camunda/operate:8.3.9
- docker.io/camunda/optimize:8.3.6
- docker.io/camunda/tasklist:8.3.9
- docker.io/camunda/zeebe:8.3.9
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.5"
8.3.8,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.7
- docker.io/camunda/identity:8.3.8
- docker.io/camunda/operate:8.3.8
- docker.io/camunda/optimize:8.3.6
- docker.io/camunda/tasklist:8.3.8
- docker.io/camunda/zeebe:8.3.8
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.4"
8.3.7,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.6
- docker.io/camunda/identity:8.3.5
- docker.io/camunda/operate:8.3.5
- docker.io/camunda/optimize:8.3.5
- docker.io/camunda/tasklist:8.3.5
- docker.io/camunda/zeebe:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.3"
8.3.6,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.6
- docker.io/camunda/identity:8.3.5
- docker.io/camunda/operate:8.3.5
- docker.io/camunda/optimize:8.3.5
- docker.io/camunda/tasklist:8.3.5
- docker.io/camunda/zeebe:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.3"
8.3.5,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.6
- docker.io/camunda/identity:8.3.5
- docker.io/camunda/operate:8.3.5
- docker.io/camunda/optimize:8.3.5
- docker.io/camunda/tasklist:8.3.5
- docker.io/camunda/zeebe:8.3.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.3"
